YEAR,UPC,DOLLARS,UNITS
2011,00-01-41238-00001,43.35,15
2012,07-01-05105-16973,43.14,6
2011,07-01-10311-42631,43.08,12
2012,00-03-77817-23569,43.0,43
2011,00-02-41262-28035,42.57,43
2012,00-01-71169-87568,42.5,17
2011,00-01-23000-36300,42.5,17
2012,00-01-30047-60002,42.25,25
2012,88-02-09041-75207,42.21,9
2012,00-01-76781-01653,42.0,28
2012,00-01-84114-11383,41.980000000000004,42
2011,07-01-64218-60836,41.88,12
2011,07-01-64218-60833,41.879999999999995,12
2011,06-01-73879-00020,41.86,14
2011,00-01-55270-95696,41.86,38
2011,08-01-91803-00116,41.86,14
2011,08-02-91729-00007,41.86,14
2012,08-01-52565-00302,41.86,14
2011,00-01-70415-10506,41.79,21
2011,07-01-20495-90176,41.58,42
2012,00-02-72600-01269,41.58,42
2011,00-01-28400-04151,41.48,42
2012,00-01-77817-11020,41.45,124
2012,08-01-43571-00365,41.31,9
2011,00-01-28400-04519,41.28,32
2012,00-04-77817-23462,41.0,41
2012,00-01-28400-08339,40.93,12
2012,08-01-97574-00023,40.660000000000004,14
2012,00-01-32797-00693,40.59,11
2011,00-02-79227-90002,40.56,24
2011,00-01-44000-01129,40.56,24
2012,00-04-20633-00018,40.56,24
2011,88-05-99998-13229,40.5,27
2012,06-01-78523-04203,40.47,13
2012,00-01-77079-00814,40.410000000000004,41
2012,00-06-28400-01223,40.33,37
2011,00-01-28558-55006,40.08,24
2012,00-01-10449-12501,40.05,24
2011,00-01-23000-43935,40.0,16
2012,08-02-50668-00047,39.99,31
2011,00-01-30047-10130,39.97,43
2012,00-01-30047-14072,39.84,16
2012,00-01-24432-24801,39.83,17
2011,06-01-89423-00191,39.65,15
2011,00-04-41780-00304,39.6,40
2011,07-01-12276-00050,39.6,40
2012,08-01-96324-00107,39.6,40
2011,00-01-30000-16089,39.06,14
2011,06-01-73879-00004,38.870000000000005,13
2011,08-01-43571-00204,38.870000000000005,13
2011,00-01-77817-15550,38.56,115
2011,00-01-28558-55003,38.41,23
2011,07-01-64218-60839,38.39,11
2012,08-01-54088-00105,38.39,11
2011,00-01-28558-72002,38.26,14
2011,00-02-28400-08626,38.25,61
2011,00-02-41780-00357,37.95,5
2012,06-01-89423-00271,37.83,97
2011,00-01-41780-01117,37.66,13
2012,00-01-32797-00896,37.64,107
2011,00-01-73497-00467,37.620000000000005,38
2011,00-01-72170-00139,37.62,38
2011,00-01-77817-14332,37.62,114
2012,00-01-28400-01226,37.53,36
2012,07-01-64218-60829,37.5,15
2011,08-01-53358-00081,37.480000000000004,14
2011,00-01-77975-08657,37.45,5
2011,00-01-70415-10176,37.18,22
2012,00-02-20633-00017,37.18,22
2011,00-04-20633-00018,37.18,22
2012,07-01-48757-00018,37.18,22
2011,00-03-41780-00991,36.88,112
2011,00-01-41262-28104,36.78,148
2011,00-05-28558-55001,36.73,22
2011,00-01-32797-00659,36.72,21
2011,08-01-57562-00152,36.67,13
2012,00-01-72170-00139,36.63,37
2011,00-03-72170-00109,36.63,37
2012,07-02-08163-95005,36.550000000000004,15
2012,06-01-10572-40831,36.36,37
2012,08-01-52565-00303,36.17,13
2011,08-01-53358-00080,36.09,15
2011,07-01-10342-45950,36.0,12
2012,08-01-43571-00204,35.88,12
2012,00-02-72600-00248,35.64,36
2012,00-02-72600-01166,35.64,36
2011,00-01-41780-03955,35.64,36
2012,59-01-07029-00004,35.6,20
2012,00-02-41262-28118,35.5,71
2011,06-02-04183-18070,35.38,12
2011,00-01-77817-16160,35.26,14
2011,00-01-15839-00580,35.089999999999996,11
2012,00-01-10449-12726,35.06,21
2012,00-01-15665-22010,34.95,5
2012,06-01-89423-02545,34.910000000000004,13
2011,07-01-64218-60837,34.900000000000006,10
2011,00-01-72600-00254,34.74,103
2011,59-01-97312-70064,34.68,12
2012,00-01-28400-02345,34.65,35
2011,07-01-55355-10110,34.23,7
2012,00-02-32797-00897,34.08,94
2011,88-05-99998-62326,34.01,19
2011,00-01-28400-08956,34.0,17
2011,00-03-70415-10137,33.83,17
2012,01-01-81972-00050,33.660000000000004,34
2012,00-01-32797-00620,33.54,86
2011,00-01-70415-10409,33.54,16
2012,00-01-28400-00716,33.49,31
2012,01-02-80999-00047,33.49,11
2011,88-05-99998-26922,33.34,22
2011,00-01-37000-24844,33.32,13
2012,07-01-57528-00914,33.28,26
2012,00-01-20685-00057,33.21,31
2011,07-01-10342-45954,33.0,11
2012,00-01-43427-18228,32.94,19
2012,00-01-77975-08833,32.94,10
2012,00-01-82666-32000,32.89,11
2011,06-01-89423-02544,32.89,11
2011,08-01-43571-00222,32.89,11
2012,00-02-81652-07167,32.78,22
2012,00-01-72600-00432,32.67,33
2012,00-01-90997-66440,32.67,33
2012,07-01-48757-00022,32.11,19
2012,07-02-48757-00003,32.11,19
2012,00-01-92396-00041,32.06,14
2012,00-02-41780-00357,31.96,4
2012,00-01-71169-88111,31.950000000000003,5
2012,00-01-71169-88109,31.950000000000003,5
2012,00-01-37200-00502,31.92,8
2011,00-02-15839-00604,31.89,31
2011,00-01-28558-55005,31.72,19
2012,00-01-41262-28133,31.68,32
2012,07-01-10342-56012,31.54,10
2012,00-01-70271-00473,31.43,7
2012,00-01-72600-00208,31.29,92
2012,00-01-41262-27036,31.25,125
2012,07-02-28229-34561,31.16,24
2011,07-01-08163-30002,31.12,8
2012,07-03-43234-00169,30.96,24
2011,00-01-28400-00973,30.88,16
2011,00-01-32797-00896,30.85,78
2012,00-01-32797-00894,30.84,19
2011,00-01-43427-18108,30.769999999999996,106
2011,07-01-08163-10894,30.69,11
2011,08-01-56856-00104,30.62,11
2012,06-01-10572-10603,30.51,31
2012,00-01-41200-09891,30.32,8
2012,00-01-41200-09893,30.32,8
2012,00-01-28400-02795,30.06,24
2011,07-01-28229-01431,30.03,7
2012,00-02-84114-03216,30.0,10
2012,07-01-52794-00220,29.94,6
2011,06-01-73879-00006,29.900000000000002,10
2012,00-01-94922-32868,29.849999999999998,15
2011,00-01-77817-11975,29.82,89
2011,00-01-77817-15300,29.77,30
2012,06-01-10572-51031,29.700000000000003,30
2011,00-02-41262-28185,29.7,30
2012,00-01-77975-01005,29.7,30
2011,00-01-72600-00849,29.7,30
2012,78-03-96481-05551,29.7,30
2012,00-01-28400-07997,29.67,23
2012,08-01-53762-00229,29.590000000000003,11
2012,08-01-53762-00247,29.59,11
2011,00-01-64144-10971,29.450000000000003,11
2012,00-01-28400-03462,29.43,27
2011,00-01-28558-12130,29.330000000000005,7
2011,00-01-72600-00763,29.0,29
2012,00-01-20685-00058,29.0,29
2011,00-01-24100-56894,28.92,8
2012,06-01-89423-00273,28.86,74
2012,00-01-37000-18516,28.71,29
2012,00-01-72600-03200,28.71,29
2011,00-03-28400-04001,28.71,31
2012,00-01-41262-28131,28.71,29
2011,00-01-72170-00539,28.71,29
2011,00-01-77079-00987,28.709999999999997,29
2011,00-01-70271-00643,28.68,12
2012,88-01-99998-83809,28.68,12
2011,59-01-97312-70067,28.64,16
2011,08-01-57562-00150,28.639999999999997,16
2011,88-05-99998-13212,28.57,18
2011,00-01-28400-02450,28.380000000000003,22
2012,00-01-71169-87082,27.96,4
2011,00-02-32797-00897,27.96,76
2011,00-01-71169-87890,27.96,4
2012,00-01-71169-88112,27.96,4
2012,00-01-71169-88115,27.96,4
2012,00-05-77975-02267,27.94,10
2011,00-01-71146-00119,27.86,14
2011,00-01-41262-28187,27.72,28
2011,08-01-56468-00201,27.72,28
2011,00-01-28400-08653,27.5,55
2012,00-02-41780-00203,27.48,36
2012,07-01-57528-00977,27.43,12
2011,00-01-84114-11383,27.369999999999997,23
2011,00-01-41262-27185,27.34,111
2011,00-01-41376-40564,26.97,3
2012,00-09-43427-18111,26.95,81
2011,00-01-71169-87650,26.94,6
2011,07-01-39748-06312,26.910000000000004,9
2011,00-01-32797-00894,26.85,15
2012,00-01-32797-00663,26.85,15
2011,00-01-74488-44490,26.849999999999998,24
2012,06-01-73367-41596,26.450000000000003,5
2012,00-01-64144-10971,26.42,9
2012,08-01-29515-30007,26.369999999999997,33
2012,00-04-43427-18136,26.35,79
2011,00-05-77817-16120,26.22,38
2012,06-01-89423-00456,26.01,9
2011,00-01-28400-08958,26.0,13
2011,00-01-37000-23027,25.89,17
2012,00-01-71146-00533,25.87,13
2012,00-01-30047-11251,25.87,13
2012,06-01-96200-00370,25.83,7
2011,00-02-41780-00339,25.740000000000002,26
2012,07-01-63027-80451,25.74,6
2011,00-04-43427-18136,25.65,77
2011,00-02-41262-27064,25.62,104
2011,00-02-20633-00017,25.349999999999998,15
2012,07-01-10311-42633,25.13,7
2012,00-01-20685-00059,25.07,23
2011,00-01-23000-38180,25.0,10
2012,08-01-55546-00200,24.950000000000003,5
2011,08-01-53358-00083,24.73,11
2011,00-01-44000-01111,24.68,16
2011,00-07-43427-18113,24.66,74
2011,00-01-28400-02830,24.49,24
2012,00-02-25675-88153,24.45,5
2011,00-02-37000-27176,24.36,14
2012,00-01-76781-01655,24.0,16
2011,06-01-89076-83290,23.97,9
2011,00-01-15665-17975,23.94,6
2012,06-01-70171-43975,23.94,6
2011,00-01-74923-40527,23.92,8
2012,00-01-83791-55006,23.92,8
2011,08-01-99788-00247,23.92,6
2011,07-01-39748-06314,23.92,8
2012,08-01-40762-04421,23.92,91
2011,08-01-91803-00191,23.900000000000002,10
2011,06-01-89423-02545,23.9,10
2011,08-01-91921-00013,23.88,12
2012,00-01-41331-04938,23.84,16
2012,00-01-41200-09673,23.84,8
2011,00-01-72600-01572,23.76,24
2012,00-01-84114-12071,23.759999999999998,24
2012,00-03-72600-02176,23.759999999999998,24
2011,00-03-72600-00200,23.73,7
2011,00-02-72600-00934,23.450000000000003,5
2012,00-01-10449-12724,23.369999999999997,14
2011,00-01-28400-02693,23.270000000000003,23
2011,00-01-28400-09758,23.22,18
2011,00-01-85836-06003,23.16,11
2011,00-01-41262-28332,22.990000000000002,12
2012,07-02-20495-90110,22.77,23
2012,00-01-41262-28122,22.77,23
2012,00-01-41200-09897,22.740000000000002,6
2012,01-01-82363-00030,22.74,6
2011,00-01-32797-00620,22.62,58
2012,00-01-41780-00066,22.46,9
2011,08-01-23106-00118,22.41,9
2012,00-01-28400-03707,22.33,17
2011,88-04-99998-09476,22.11,19
2011,00-01-41262-28340,22.0,11
2012,00-01-72600-00931,21.97,3
2011,00-04-71026-00200,21.95,5
2012,00-01-28400-04774,21.95,5
2011,06-02-89423-02546,21.91,11
2011,06-01-43795-54932,21.900000000000002,20
2011,08-01-91921-00024,21.89,11
2012,00-01-21900-01173,21.78,22
2012,00-01-72600-00165,21.78,22
2012,07-01-20495-90277,21.78,22
2012,00-01-72600-03306,21.78,22
2012,00-01-30047-51202,21.48,12
2011,00-01-24622-56064,21.43,23
2012,07-01-08163-11001,21.41,9
2011,00-01-72600-00208,21.36,63
2012,07-01-93573-10077,21.16,4
2011,08-01-10487-00210,21.13,17
2011,06-01-89423-02621,21.04,6
2011,00-01-76781-01653,21.0,14
2012,00-01-41780-00323,21.0,28
2011,00-01-71169-87949,20.97,3
2011,00-01-71169-87903,20.97,3
2012,00-01-71169-88114,20.97,3
2012,00-01-71169-88113,20.97,3
2011,00-01-71169-87647,20.96,4
2011,00-01-71169-87651,20.93,7
2011,00-01-77975-02810,20.93,7
2011,00-01-42524-47726,20.93,7
2012,00-01-28400-02817,20.86,14
2012,00-04-28400-03681,20.849999999999998,15
2012,00-01-94922-34462,20.8,10
2012,00-01-41419-71475,20.790000000000003,21
2012,00-01-37000-18519,20.79,21
2011,00-04-72600-00636,20.79,21
2012,00-01-72600-00325,20.79,21
2011,00-01-23000-36885,20.79,63
2011,00-01-28400-03463,20.64,16
2012,00-03-72600-00243,20.64,16
2011,00-01-28400-09799,20.64,16
2012,00-01-37000-23037,20.64,12
2012,07-03-55355-00101,20.61,9
2011,00-01-92396-00041,20.61,9
2012,00-02-41262-27329,20.45,81
2011,00-01-43427-18228,20.28,12
2012,00-02-32797-00621,20.28,52
2012,00-01-25675-05100,20.25,45
2011,00-01-79927-11011,20.0,8
2011,00-01-71169-87958,19.97,3
2011,00-01-71169-87693,19.96,4
2012,00-01-28400-08304,19.950000000000003,5
2012,00-01-71725-71181,19.950000000000003,5
2012,08-01-58390-00307,19.94,6
2012,00-03-83791-02007,19.8,20
2012,07-01-10342-56014,19.75,5
2012,88-01-99998-86060,19.740000000000002,6
2012,00-01-21908-81251,19.74,6
2011,08-01-50668-00000,19.62,18
2012,07-01-55355-10110,19.56,4
2011,06-01-43795-54933,19.52,18
2011,00-05-43427-18135,19.36,67
2012,00-07-43427-18113,19.3,58
2012,00-01-28558-12131,19.28,8
2012,08-02-54615-00200,19.169999999999998,3
2012,07-01-57528-00576,19.04,8
2011,00-03-70605-06600,19.04,16
2011,00-01-72600-00737,19.0,19
2012,06-01-89423-00272,18.99,41
2011,08-01-96324-00107,18.810000000000002,19
2012,00-01-72170-00539,18.81,19
2012,06-01-89423-00288,18.72,48
2012,00-02-30047-11225,18.72,48
2011,00-01-70415-10215,18.59,11
2012,00-01-28400-07896,18.53,17
2012,00-01-28400-08391,18.47,3
2012,00-01-24432-24803,18.43,7
2012,07-02-55355-00100,18.32,8
2012,00-01-77079-00758,18.0,9
2011,00-04-28400-01377,18.0,9
2012,00-01-41780-07223,17.97,3
2011,00-01-11594-20210,17.95,18
2012,00-01-41262-28314,17.94,9
2012,00-01-32797-00612,17.94,46
2011,07-02-33397-07805,17.91,9
2012,00-01-38000-75565,17.9,15
2011,08-01-10487-00350,17.89,11
2011,00-01-41262-28185,17.82,18
2012,00-03-41780-00064,17.82,18
2011,00-01-78907-45039,17.759999999999998,17
2012,00-01-28400-04773,17.56,4
2012,00-01-84114-11588,17.46,14
2012,00-01-28400-08397,17.450000000000003,5
2011,00-01-70110-05117,17.450000000000003,5
2011,00-01-79227-30320,17.450000000000003,5
2011,00-01-30047-14074,17.43,7
2011,00-01-11246-98019,17.12,8
2012,00-01-41419-42005,17.02,8
2011,00-02-41262-28117,17.0,34
2011,00-01-11594-20211,16.93,17
2012,00-01-28400-03697,16.87,13
2012,00-03-72600-00538,16.830000000000002,17
2011,00-04-41780-00375,16.830000000000002,17
2011,00-01-28400-08930,16.830000000000002,17
2011,00-01-28190-00680,16.83,17
2011,00-01-72600-00886,16.8,48
2011,00-01-72600-01734,16.59,16
2012,07-01-62111-93837,16.5,11
2011,88-04-99998-10477,16.47,6
2012,00-01-71487-11020,16.44,6
2011,00-01-24100-10148,16.17,5
2012,00-01-32797-00660,16.11,9
2012,00-01-32797-00666,16.11,9
2012,00-02-28400-08626,16.0,32
2012,00-01-41262-28339,16.0,8
2012,00-01-71169-87114,15.98,2
2012,08-02-32443-00153,15.96,4
2011,00-01-94922-98573,15.96,4
2012,00-01-77975-08276,15.96,4
2011,08-01-57562-00151,15.93,7
2012,08-01-96324-00102,15.92,8
2011,00-01-64144-10630,15.450000000000001,5
2011,06-01-35992-01310,15.45,5
2011,88-04-99998-09487,15.41,20
2011,00-01-70415-10246,15.209999999999999,9
2012,00-01-41200-09895,15.16,4
2011,00-01-77817-15995,15.0,15
2012,00-01-81084-00006,15.0,30
2011,07-01-02014-65507,14.99,1
2012,07-01-52794-01420,14.97,3
2012,00-01-43427-18112,14.97,45
2012,00-01-28400-08722,14.96,4
2012,00-03-77975-02279,14.950000000000001,5
2011,00-01-71169-87628,14.950000000000001,5
2011,00-01-94922-33217,14.950000000000001,5
2011,00-01-30047-14073,14.940000000000001,6
2012,08-01-05554-10050,14.9,10
2011,00-01-73497-31502,14.899999999999999,10
2012,00-01-72600-01866,14.850000000000001,15
2011,00-01-28190-00655,14.85,15
2012,00-02-31146-20520,14.85,15
2011,00-02-41262-27192,14.85,15
2012,00-01-94922-34466,14.83,7
2012,00-02-77975-01020,14.76,4
2011,88-05-99998-62317,14.34,6
2012,08-01-05554-10039,14.309999999999999,9
2012,00-01-25675-05110,14.200000000000001,31
2012,00-01-38000-75563,14.0,12
2012,00-02-43427-18137,13.99,13
2012,00-01-41780-04207,13.98,5
2012,08-01-86294-00016,13.96,4
2012,00-02-81652-19490,13.93,7
2011,00-01-41419-22791,13.93,7
2012,00-01-72600-00518,13.86,14
2012,00-01-41419-71471,13.86,14
2012,00-03-41780-00991,13.86,42
2012,00-06-41780-00024,13.86,14
2012,00-04-72600-00538,13.86,14
2012,08-01-55546-00202,13.48,3
2012,06-01-81170-00360,13.370000000000001,3
2011,00-08-30047-80001,13.21,37
2011,00-01-70227-60183,13.2,20
2012,00-01-27393-00977,13.11,9
2011,00-01-15665-60424,13.09,11
2012,00-01-41419-71472,13.040000000000001,16
2011,00-01-28400-00894,13.0,5
2012,00-01-28400-03460,12.98,12
2012,00-02-72600-00266,12.87,13
2012,07-01-20495-90141,12.75,10
2011,88-04-99998-10481,12.5,5
2011,08-01-56435-00173,12.450000000000001,5
2011,00-01-27393-00977,12.209999999999999,9
2012,00-01-28400-00961,11.99,11
2011,08-01-46548-05070,11.98,2
2011,08-01-46548-05069,11.98,2
2012,00-02-28400-04099,11.98,2
2012,00-01-42563-01252,11.98,2
2012,08-01-54615-00233,11.98,2
2012,00-01-28400-04457,11.97,3
2012,00-01-33049-00050,11.97,3
2012,08-01-97463-00148,11.96,4
2012,07-01-39748-06312,11.96,4
2012,00-01-18195-70761,11.940000000000001,6
2012,00-01-83791-52006,11.879999999999999,12
2011,07-01-20495-90313,11.879999999999999,12
2011,00-01-28400-09757,11.61,9
2011,00-01-28400-09755,11.61,9
2012,59-01-97312-70064,11.56,4
2011,00-04-82321-03013,11.479999999999999,7
2012,00-03-83791-07004,11.45,5
2012,00-01-41200-09892,11.370000000000001,3
2011,88-05-99998-13172,11.35,5
2012,00-01-28400-08335,11.280000000000001,4
2012,88-01-99998-84766,11.16,4
2011,00-02-37000-27177,10.97,3
2012,00-01-24432-24805,10.96,4
2012,07-01-32626-01070,10.89,11
2012,07-01-55355-00811,10.89,11
2011,00-01-37000-18519,10.89,11
2011,00-01-28400-07884,10.89,11
2012,07-02-10311-42634,10.77,3
2012,00-05-43427-18135,10.76,35
2012,00-01-77544-16254,10.559999999999999,4
2011,00-01-36593-03009,10.47,3
2011,00-01-28400-08096,10.32,8
2012,00-01-84114-11715,10.32,8
2012,08-02-54896-00010,10.18,2
2012,00-02-28400-09795,10.02,8
2011,00-01-79927-11041,10.0,4
2011,00-01-72600-10278,10.0,20
2012,00-01-71146-00119,9.95,5
2011,00-01-79227-08882,9.95,5
2011,00-01-41262-28031,9.9,10
2011,00-01-23000-36095,9.9,30
2011,00-01-72600-01570,9.9,10
2012,00-02-72600-01490,9.9,10
2012,00-01-41262-28132,9.9,10
2011,06-01-35992-01300,9.67,3
2012,00-01-43427-18107,9.57,33
2012,08-02-05554-10040,9.540000000000001,6
2011,00-01-72600-00238,9.5,19
2012,00-05-28400-00979,9.030000000000001,7
2012,00-02-28400-08387,8.99,1
2011,00-01-71169-87663,8.98,2
2011,00-02-24182-52051,8.98,2
2011,00-01-28400-08824,8.97,3
2011,00-01-77975-08686,8.97,3
2011,00-01-75939-05063,8.97,3
2011,00-01-37000-24838,8.97,3
2011,00-01-15839-00883,8.97,3
2011,00-01-28400-08336,8.97,4
2012,00-04-46555-00019,8.97,3
2012,07-01-55355-15001,8.95,5
2012,00-01-32797-00659,8.95,5
2012,00-02-72600-00849,8.91,9
2011,07-01-27430-43555,8.79,5
2012,00-01-28400-00270,8.78,2
2012,00-02-84114-11544,8.74,7
2011,00-01-32797-00669,8.370000000000001,5
2012,00-08-30047-80001,8.280000000000001,22
2012,00-01-13964-05081,8.25,11
2011,00-01-70227-60182,8.02,12
2012,00-01-41780-04206,8.0,3
2011,00-01-77817-15310,8.0,8
2012,00-01-41262-28340,8.0,4
2011,00-01-41262-28128,7.99,3
2011,00-01-41262-28153,7.99,3
2012,00-01-16000-19360,7.98,2
2011,00-01-94922-98575,7.98,2
2012,00-02-77544-04829,7.98,2
2011,00-01-28400-03915,7.98,3
2012,08-01-15055-01044,7.970000000000001,3
2012,00-02-43427-18102,7.97,5
2012,88-01-99998-86383,7.96,4
2012,00-01-41419-16285,7.96,4
2012,00-01-28400-09748,7.92,8
2012,07-01-08163-11331,7.78,2
2011,00-01-37000-24842,7.76,4
2012,00-01-77975-03410,7.5,3
2011,00-01-72600-00841,7.5,3
2012,07-01-81138-71312,7.5,3
2011,00-01-24432-24805,7.470000000000001,3
2012,50-01-60042-64140,7.47,3
2011,00-02-73046-90070,7.45,5
2012,00-01-72600-01734,7.38,6
2011,00-01-37000-50777,7.29,1
2012,00-01-28400-03079,7.2700000000000005,3
2011,08-01-52772-00118,7.23,7
2011,00-01-32797-00654,7.16,4
2012,00-01-72466-74124,7.14,6
2012,00-03-70605-06600,7.14,6
2012,00-02-40129-20130,7.0,7
2011,88-04-99998-11626,6.99,1
2011,00-01-71169-87953,6.99,1
2011,00-02-41780-00365,6.99,1
2012,00-01-74923-40501,6.99,9
2012,08-01-58390-00304,6.98,2
2012,00-01-77975-08555,6.98,2
2011,00-01-28400-01309,6.970000000000001,3
2011,00-01-41262-28131,6.930000000000001,7
2012,00-01-77975-08077,6.93,7
2011,00-01-37000-18516,6.93,7
2011,00-02-72995-02010,6.93,7
2012,00-01-28400-08353,6.79,2
2012,00-01-43427-18108,6.67,23
2012,00-01-43427-55112,6.57,3
2012,00-06-28400-00975,6.54,6
2011,00-01-28400-03920,6.5,3
2012,07-01-55355-00505,6.45,5
2012,06-01-18645-18332,6.42,2
2012,00-03-28400-00835,6.42,3
2012,00-01-28400-08777,6.18,2
2012,00-01-42524-47726,6.18,2
2011,08-01-56651-00202,6.0,4
2012,07-01-62111-93836,6.0,4
2011,00-02-16000-27781,6.0,3
2012,00-01-13964-05082,6.0,8
2012,00-01-43427-18137,6.0,6
2012,00-01-77079-00759,6.0,3
2011,00-01-71169-87955,5.99,1
2012,00-01-72600-00723,5.99,1
2011,00-01-71169-87654,5.99,1
2011,00-01-28400-04306,5.99,1
2012,00-01-74923-40527,5.98,2
2012,08-01-43571-00435,5.98,2
2012,08-02-59379-00107,5.98,2
2011,08-01-56435-00162,5.98,2
2012,07-01-39748-06314,5.98,2
2012,00-01-37000-00167,5.98,1
2011,00-01-28400-01311,5.98,2
2012,06-01-35992-04470,5.98,2
2012,08-01-56856-00104,5.98,2
2012,00-02-32797-00677,5.97,3
2012,00-02-72600-00076,5.97,3
2011,00-01-37000-23036,5.97,3
2011,88-05-99998-62314,5.97,3
2011,00-01-74323-04358,5.949999999999999,5
2011,00-01-28400-07992,5.94,6
2011,00-01-41780-03355,5.9399999999999995,6
2012,07-01-12276-00050,5.9399999999999995,6
2011,00-01-28400-07896,5.9399999999999995,6
2012,00-01-28400-02953,5.9399999999999995,6
2011,00-02-32797-00621,5.85,15
2012,59-01-97312-70091,5.78,2
2012,00-01-84114-11719,5.78,2
2012,00-01-77544-84900,5.73,7
2012,00-01-27393-00940,5.72,4
2012,00-03-41262-27328,5.5,11
2012,00-05-28400-00712,5.45,5
2011,00-01-41262-27036,5.2700000000000005,22
2011,06-01-89423-00228,5.07,13
2011,00-01-77817-13080,5.0200000000000005,15
2011,00-02-28400-07299,5.0,2
2012,00-01-77975-08625,5.0,2
2011,00-01-28400-02717,5.0,2
2012,88-01-99998-86169,4.99,1
2011,00-05-28400-05888,4.99,1
2011,00-01-71169-87648,4.99,1
2011,08-01-43571-00244,4.98,2
2012,00-01-28400-08411,4.98,2
2012,08-01-56435-00173,4.98,2
2012,00-01-28400-01507,4.98,2
2011,00-01-16000-14690,4.96,4
2012,07-01-20495-92561,4.95,5
2012,00-03-28400-03680,4.95,5
2012,07-01-55355-00706,4.89,1
2011,88-05-99998-24044,4.7700000000000005,3
2012,00-03-28400-00826,4.640000000000001,2
2012,00-02-31146-20210,4.58,2
2012,00-01-37000-23516,4.5,3
2012,00-01-28400-00957,4.49,1
2012,00-01-24182-52052,4.49,1
2012,00-02-28400-00986,4.47,3
2011,00-01-28400-08894,4.39,1
2012,00-01-43427-55110,4.38,2
